72036 silly lifecycle is-date-object@1.0.1~preinstall: no script for preinstall, continuing
76472 verbose linkBins lodash._basecopy@3.0.1
76473 verbose linkMans lodash._basecopy@3.0.1
76474 silly build lodash._basefind@3.0.0
76475 info linkStuff lodash._basefind@3.0.0
76476 silly linkStuff lodash._basefind@3.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76477 silly linkStuff lodash._basefind@3.0.0 is part of a global install
76478 silly linkStuff lodash._basefind@3.0.0 is installed into a global node_modules
76479 verbose linkBins lodash._basefind@3.0.0
76480 verbose linkMans lodash._basefind@3.0.0
76481 silly build lodash._basefindindex@3.6.0
76482 info linkStuff lodash._basefindindex@3.6.0
76483 silly linkStuff lodash._basefindindex@3.6.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76484 silly linkStuff lodash._basefindindex@3.6.0 is part of a global install
76485 silly linkStuff lodash._basefindindex@3.6.0 is installed into a global node_modules
76486 verbose linkBins lodash._basefindindex@3.6.0
76487 verbose linkMans lodash._basefindindex@3.6.0
76488 silly build lodash._basefor@3.0.3
76489 info linkStuff lodash._basefor@3.0.3
76490 silly linkStuff lodash._basefor@3.0.3 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76491 silly linkStuff lodash._basefor@3.0.3 is part of a global install
76492 silly linkStuff lodash._basefor@3.0.3 is installed into a global node_modules
76493 verbose linkBins lodash._basefor@3.0.3
76494 verbose linkMans lodash._basefor@3.0.3
76495 silly build lodash._bindcallback@3.0.1
76496 info linkStuff lodash._bindcallback@3.0.1
76497 silly linkStuff lodash._bindcallback@3.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76498 silly linkStuff lodash._bindcallback@3.0.1 is part of a global install
76499 silly linkStuff lodash._bindcallback@3.0.1 is installed into a global node_modules
76500 verbose linkBins lodash._bindcallback@3.0.1
76501 verbose linkMans lodash._bindcallback@3.0.1
76502 silly build lodash._getnative@3.9.1
76503 info linkStuff lodash._getnative@3.9.1
76504 silly linkStuff lodash._getnative@3.9.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76505 silly linkStuff lodash._getnative@3.9.1 is part of a global install
76506 silly linkStuff lodash._getnative@3.9.1 is installed into a global node_modules
76507 verbose linkBins lodash._getnative@3.9.1
76508 verbose linkMans lodash._getnative@3.9.1
76509 silly build lodash._isiterateecall@3.0.9
76510 info linkStuff lodash._isiterateecall@3.0.9
76511 silly linkStuff lodash._isiterateecall@3.0.9 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76512 silly linkStuff lodash._isiterateecall@3.0.9 is part of a global install
76513 silly linkStuff lodash._isiterateecall@3.0.9 is installed into a global node_modules
76514 verbose linkBins lodash._isiterateecall@3.0.9
76515 verbose linkMans lodash._isiterateecall@3.0.9
76516 silly build lodash._replaceholders@3.0.0
76517 info linkStuff lodash._replaceholders@3.0.0
76518 silly linkStuff lodash._replaceholders@3.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76519 silly linkStuff lodash._replaceholders@3.0.0 is part of a global install
76520 silly linkStuff lodash._replaceholders@3.0.0 is installed into a global node_modules
76521 verbose linkBins lodash._replaceholders@3.0.0
76522 verbose linkMans lodash._replaceholders@3.0.0
76523 silly build lodash._root@3.0.1
76524 info linkStuff lodash._root@3.0.1
76525 silly linkStuff lodash._root@3.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76526 silly linkStuff lodash._root@3.0.1 is part of a global install
76527 silly linkStuff lodash._root@3.0.1 is installed into a global node_modules
76528 verbose linkBins lodash._root@3.0.1
76529 verbose linkMans lodash._root@3.0.1
76530 silly build lodash._createwrapper@3.2.0
76531 info linkStuff lodash._createwrapper@3.2.0
76532 silly linkStuff lodash._createwrapper@3.2.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76533 silly linkStuff lodash._createwrapper@3.2.0 is part of a global install
76534 silly linkStuff lodash._createwrapper@3.2.0 is installed into a global node_modules
76535 verbose linkBins lodash._createwrapper@3.2.0
76536 verbose linkMans lodash._createwrapper@3.2.0
76537 silly build lodash.deburr@3.2.0
76538 info linkStuff lodash.deburr@3.2.0
76539 silly linkStuff lodash.deburr@3.2.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76540 silly linkStuff lodash.deburr@3.2.0 is part of a global install
76541 silly linkStuff lodash.deburr@3.2.0 is installed into a global node_modules
76542 verbose linkBins lodash.deburr@3.2.0
76543 verbose linkMans lodash.deburr@3.2.0
76544 silly build lodash.isarguments@3.0.8
76545 info linkStuff lodash.isarguments@3.0.8
76546 silly linkStuff lodash.isarguments@3.0.8 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76547 silly linkStuff lodash.isarguments@3.0.8 is part of a global install
76548 silly linkStuff lodash.isarguments@3.0.8 is installed into a global node_modules
76549 verbose linkBins lodash.isarguments@3.0.8
76550 verbose linkMans lodash.isarguments@3.0.8
76551 silly build lodash.isarray@3.0.4
76552 info linkStuff lodash.isarray@3.0.4
76553 silly linkStuff lodash.isarray@3.0.4 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76554 silly linkStuff lodash.isarray@3.0.4 is part of a global install
76555 silly linkStuff lodash.isarray@3.0.4 is installed into a global node_modules
76556 verbose linkBins lodash.isarray@3.0.4
76557 verbose linkMans lodash.isarray@3.0.4
76558 silly build lodash.keys@4.0.7
76559 info linkStuff lodash.keys@4.0.7
76560 silly linkStuff lodash.keys@4.0.7 has /usr/local/lib/node_modules/nwb/node_modules/lodash.isequal/node_modules as its parent node_modules
76561 silly linkStuff lodash.keys@4.0.7 is part of a global install
76562 silly linkStuff lodash.keys@4.0.7 is installed into a global node_modules
76563 verbose linkBins lodash.keys@4.0.7
76564 verbose linkMans lodash.keys@4.0.7
76565 silly build lodash.isequal@4.2.0
76566 info linkStuff lodash.isequal@4.2.0
76567 silly linkStuff lodash.isequal@4.2.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76568 silly linkStuff lodash.isequal@4.2.0 is part of a global install
76569 silly linkStuff lodash.isequal@4.2.0 is installed into a global node_modules
76570 verbose linkBins lodash.isequal@4.2.0
76571 verbose linkMans lodash.isequal@4.2.0
76572 silly build lodash.istypedarray@3.0.6
76573 info linkStuff lodash.istypedarray@3.0.6
76574 silly linkStuff lodash.istypedarray@3.0.6 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76575 silly linkStuff lodash.istypedarray@3.0.6 is part of a global install
76576 silly linkStuff lodash.istypedarray@3.0.6 is installed into a global node_modules
76577 verbose linkBins lodash.istypedarray@3.0.6
76578 verbose linkMans lodash.istypedarray@3.0.6
76579 silly build lodash.keys@3.1.2
76580 info linkStuff lodash.keys@3.1.2
76581 silly linkStuff lodash.keys@3.1.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76582 silly linkStuff lodash.keys@3.1.2 is part of a global install
76583 silly linkStuff lodash.keys@3.1.2 is installed into a global node_modules
76584 verbose linkBins lodash.keys@3.1.2
76585 verbose linkMans lodash.keys@3.1.2
76586 silly build lodash._baseisequal@3.0.7
76587 info linkStuff lodash._baseisequal@3.0.7
76588 silly linkStuff lodash._baseisequal@3.0.7 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76589 silly linkStuff lodash._baseisequal@3.0.7 is part of a global install
76590 silly linkStuff lodash._baseisequal@3.0.7 is installed into a global node_modules
76591 verbose linkBins lodash._baseisequal@3.0.7
76592 verbose linkMans lodash._baseisequal@3.0.7
76593 silly build lodash._baseeach@3.0.4
76594 info linkStuff lodash._baseeach@3.0.4
76595 silly linkStuff lodash._baseeach@3.0.4 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76596 silly linkStuff lodash._baseeach@3.0.4 is part of a global install
76597 silly linkStuff lodash._baseeach@3.0.4 is installed into a global node_modules
76598 verbose linkBins lodash._baseeach@3.0.4
76599 verbose linkMans lodash._baseeach@3.0.4
76600 silly build lodash.keysin@3.0.8
76601 info linkStuff lodash.keysin@3.0.8
76602 silly linkStuff lodash.keysin@3.0.8 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76603 silly linkStuff lodash.keysin@3.0.8 is part of a global install
76604 silly linkStuff lodash.keysin@3.0.8 is installed into a global node_modules
76605 verbose linkBins lodash.keysin@3.0.8
76606 verbose linkMans lodash.keysin@3.0.8
76607 silly build lodash.isplainobject@3.2.0
76608 info linkStuff lodash.isplainobject@3.2.0
76609 silly linkStuff lodash.isplainobject@3.2.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76610 silly linkStuff lodash.isplainobject@3.2.0 is part of a global install
76611 silly linkStuff lodash.isplainobject@3.2.0 is installed into a global node_modules
76612 verbose linkBins lodash.isplainobject@3.2.0
76613 verbose linkMans lodash.isplainobject@3.2.0
76614 silly build lodash.pairs@3.0.1
76615 info linkStuff lodash.pairs@3.0.1
76616 silly linkStuff lodash.pairs@3.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76617 silly linkStuff lodash.pairs@3.0.1 is part of a global install
76618 silly linkStuff lodash.pairs@3.0.1 is installed into a global node_modules
76619 verbose linkBins lodash.pairs@3.0.1
76620 verbose linkMans lodash.pairs@3.0.1
76621 silly build lodash._basecallback@3.3.1
76622 info linkStuff lodash._basecallback@3.3.1
76623 silly linkStuff lodash._basecallback@3.3.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76624 silly linkStuff lodash._basecallback@3.3.1 is part of a global install
76625 silly linkStuff lodash._basecallback@3.3.1 is installed into a global node_modules
76626 verbose linkBins lodash._basecallback@3.3.1
76627 verbose linkMans lodash._basecallback@3.3.1
76628 silly build lodash.find@3.2.1
76629 info linkStuff lodash.find@3.2.1
76630 silly linkStuff lodash.find@3.2.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76631 silly linkStuff lodash.find@3.2.1 is part of a global install
76632 silly linkStuff lodash.find@3.2.1 is installed into a global node_modules
76633 verbose linkBins lodash.find@3.2.1
76634 verbose linkMans lodash.find@3.2.1
76635 silly build lodash.restparam@3.6.1
76636 info linkStuff lodash.restparam@3.6.1
76637 silly linkStuff lodash.restparam@3.6.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76638 silly linkStuff lodash.restparam@3.6.1 is part of a global install
76639 silly linkStuff lodash.restparam@3.6.1 is installed into a global node_modules
76640 verbose linkBins lodash.restparam@3.6.1
76641 verbose linkMans lodash.restparam@3.6.1
76642 silly build lodash.partial@3.1.1
76643 info linkStuff lodash.partial@3.1.1
76644 silly linkStuff lodash.partial@3.1.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76645 silly linkStuff lodash.partial@3.1.1 is part of a global install
76646 silly linkStuff lodash.partial@3.1.1 is installed into a global node_modules
76647 verbose linkBins lodash.partial@3.1.1
76648 verbose linkMans lodash.partial@3.1.1
76649 silly build lodash._createassigner@3.1.1
76650 info linkStuff lodash._createassigner@3.1.1
76651 silly linkStuff lodash._createassigner@3.1.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76652 silly linkStuff lodash._createassigner@3.1.1 is part of a global install
76653 silly linkStuff lodash._createassigner@3.1.1 is installed into a global node_modules
76654 verbose linkBins lodash._createassigner@3.1.1
76655 verbose linkMans lodash._createassigner@3.1.1
76656 silly build lodash.toplainobject@3.0.0
76657 info linkStuff lodash.toplainobject@3.0.0
76658 silly linkStuff lodash.toplainobject@3.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76659 silly linkStuff lodash.toplainobject@3.0.0 is part of a global install
76660 silly linkStuff lodash.toplainobject@3.0.0 is installed into a global node_modules
76661 verbose linkBins lodash.toplainobject@3.0.0
76662 verbose linkMans lodash.toplainobject@3.0.0
76663 silly build lodash.merge@3.3.2
76664 info linkStuff lodash.merge@3.3.2
76665 silly linkStuff lodash.merge@3.3.2 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76666 silly linkStuff lodash.merge@3.3.2 is part of a global install
76667 silly linkStuff lodash.merge@3.3.2 is installed into a global node_modules
76668 verbose linkBins lodash.merge@3.3.2
76669 verbose linkMans lodash.merge@3.3.2
76670 silly build lodash.words@3.2.0
76671 info linkStuff lodash.words@3.2.0
76672 silly linkStuff lodash.words@3.2.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76673 silly linkStuff lodash.words@3.2.0 is part of a global install
76674 silly linkStuff lodash.words@3.2.0 is installed into a global node_modules
76675 verbose linkBins lodash.words@3.2.0
76676 verbose linkMans lodash.words@3.2.0
76677 silly build lodash._createcompounder@3.0.0
76678 info linkStuff lodash._createcompounder@3.0.0
76679 silly linkStuff lodash._createcompounder@3.0.0 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76680 silly linkStuff lodash._createcompounder@3.0.0 is part of a global install
76681 silly linkStuff lodash._createcompounder@3.0.0 is installed into a global node_modules
76682 verbose linkBins lodash._createcompounder@3.0.0
76683 verbose linkMans lodash._createcompounder@3.0.0
76684 silly build lodash.camelcase@3.0.1
76685 info linkStuff lodash.camelcase@3.0.1
76686 silly linkStuff lodash.camelcase@3.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76687 silly linkStuff lodash.camelcase@3.0.1 is part of a global install
76688 silly linkStuff lodash.camelcase@3.0.1 is installed into a global node_modules
76689 verbose linkBins lodash.camelcase@3.0.1
76690 verbose linkMans lodash.camelcase@3.0.1
76691 silly build isarray@0.0.1
76692 info linkStuff isarray@0.0.1
76693 silly linkStuff isarray@0.0.1 has /usr/local/lib/node_modules/nwb/node_modules/log4js/node_modules as its parent node_modules
76694 silly linkStuff isarray@0.0.1 is part of a global install
76695 silly linkStuff isarray@0.0.1 is installed into a global node_modules
76696 verbose linkBins isarray@0.0.1
76697 verbose linkMans isarray@0.0.1
76698 silly build longest@1.0.1
76699 info linkStuff longest@1.0.1
76700 silly linkStuff longest@1.0.1 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76701 silly linkStuff longest@1.0.1 is part of a global install
76702 silly linkStuff longest@1.0.1 is installed into a global node_modules
76703 verbose linkBins longest@1.0.1
76704 verbose linkMans longest@1.0.1
76705 silly build lower-case@1.1.3
76706 info linkStuff lower-case@1.1.3
76707 silly linkStuff lower-case@1.1.3 has /usr/local/lib/node_modules/nwb/node_modules as its parent node_modules
76708 silly linkStuff lower-case@1.1.3 is part of a global install
76709 silly linkStuff lower-case@1.1.3 is installed into a global node_modules
76710 verbose linkBins lower-case@1.1.3
76711 verbose linkMans lower-case@1.1.3
76712 silly build is-lower-case@1.1.3
76713 info linkStuff is-lower-case@1.1.3
